#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTBwinter_reb.14;No i have never wanted a title.;;;;;;;;;;;;;x
EVTDESCwinter_reb15;[From.GetTitledName] was crowned [From.GetPrimaryTitles] in [From.Capital.GetName] today.;;;;;;;;;;;;;x
EVTOPTAwinter_reb.15;May [From.GetSheHe] hold Narnia together;;;;;;;;;;;;;x
EVTDESCwinter_reb16;A Flash of Sliver and the sound of foot falls greet you after many hours of riding around within the lantern woods;;;;;;;;;;;;;x
EVTOPTAwinter_reb.16;Pursue it;;;;;;;;;;;;;x
EVTDESCwinter_reb17;You lose the stag within the tree and it is too late to find it again;;;;;;;;;;;;;x
EVTOPTAwinter_reb.17;Time to return to [Root.Capital.GetName];;;;;;;;;;;;;x
EVTDESCwinter_reb18;A Coutier comes to you and informs you that the White Stag has been spotted within the Lantern Woods Again;;;;;;;;;;;;;x
EVTOPTAwinter_reb.18;Ready the Horses!;;;;;;;;;;;;;x
EVTOPTBwinter_reb.18;Time to give up;;;;;;;;;;;;;x
invitedCharacterLeavesCourt;[event_target:invited_character.getName] leaves your court;;;;;;;;;;;;;x
EVTNAMEnar_EXT.1;A Refugee Arrives;;;;;;;;;;;;;x
EVTDESCnar_EXT.1;A man stumbles into your door at [Root.Capital.GetName] disorentated and confused, after giving him food he tells the tale of great killing camps of another world. After he managed to flee the camp he stumbled into a cave and when he emerged he found that he was in a new world. he now pleas with you to allow him to stay and put his knowledge from another world to work for you.[/n] what is your desision, oh [From.GetTitledFirstName]?;;;;;;;;;;;;;x
nar_EXT.1.a;He is welcome here;;;;;;;;;;;;;x
nar_EXT.1.b;We will not allow his type here;;;;;;;;;;;;;x
call_narnian_sphere_to_arms;Call Narnian Sphere to Arms;;;;;;;;;;;;;x
call_narnian_sphere_to_arms_desc;Send a missive to the other Aslan and Aslan sympathetic Rulers requesting aid;;;;;;;;;;;;;x



